temperature,rainfall,humidity,category,label
25.5,193,79.9,tanpang,Padi
25.9,380,80.2,tanpang,Jagung
25.9,380,80.2,tanpang,Padi
25.4,175,82.3,tanpang,Jagung
25.4,175,82.3,tanpang,Padi
25.7,2,71,tanpang,Jagung
25.7,2,71,tanpang,Padi
26.6,8,69.8,tanpang,Jagung
26.6,8,69.8,tanpang,Padi
26.8,100,69.7,tanpang,Jagung
26.8,100,69.7,tanpang,Padi
27.5,17,70.5,tanpang,Jagung
27.5,17,70.5,tanpang,Padi
25,100,85.8,tanpang,Jagung
25,100,85.8,tanpang,Padi
25.2,223,86.1,tanpang,Jagung
25.2,223,86.1,tanpang,Padi
24.8,292,84.1,tanpang,Jagung
24.8,292,84.1,tanpang,Padi
24.5,298,85.5,tanpang,Jagung
24.5,298,85.5,tanpang,Padi
25.1,359,85.9,tanpang,Jagung
25.1,359,85.9,tanpang,Padi
25.5,190,82.8,tanpang,Jagung
25.5,190,82.8,tanpang,Padi
25.8,209,82.9,tanpang,Jagung
25.8,209,82.9,tanpang,Padi
25.4,209,81.4,tanpang,Jagung
25.4,209,81.4,tanpang,Padi
25.6,14,76.8,tanpang,Jagung
25.6,14,76.8,tanpang,Padi
25.8,43,74.2,tanpang,Jagung
25.8,43,74.2,tanpang,Padi
26.7,37,70.4,tanpang,Jagung
26.7,37,70.4,tanpang,Padi
25.2,324,83.4,tanpang,Jagung
25.2,324,83.4,tanpang,Padi
24.9,407,85.2,tanpang,Jagung
24.9,407,85.2,tanpang,Padi
24.9,267,83.5,tanpang,Jagung
24.9,267,83.5,tanpang,Padi
23.5,217.23,85.6,tanpang,Jagung
23,391.38,88,tanpang,Jagung
23.5,33.65,84.8,tanpang,Jagung
23.8,173.91,86.3,tanpang,Jagung
23.9,72,79.5,tanpang,Jagung
24.1,5.39,77.2,tanpang,Jagung
23.7,6,72.6,tanpang,Jagung
23.9,0,68.5,tanpang,Jagung
24.6,0.27,66.1,tanpang,Jagung
26.1,1.42,65.8,tanpang,Jagung
25.8,55.77,75.7,tanpang,Jagung
24.9,73.75,80.2,tanpang,Jagung
25.3,309,86,tanpang,Padi
25.3,309,86,tanpang,Jagung
25.3,309,86,tanpang,Ketela Pohon
25.4,396,85,tanpang,Padi
25.4,396,85,tanpang,Jagung
25.4,396,85,tanpang,Ketela Pohon
26,206,84,tanpang,Padi
26,206,84,tanpang,Jagung
26,206,84,tanpang,Ketela Pohon
26.7,118,80,tanpang,Padi
26.7,118,80,tanpang,Jagung
26.7,118,80,tanpang,Ketela Pohon
25.9,23,78,tanpang,Padi
25.9,23,78,tanpang,Jagung
25.9,23,78,tanpang,Ketela Pohon
25,77,80,tanpang,Padi
25,77,80,tanpang,Jagung
25,77,80,tanpang,Ketela Pohon
24.1,4,78,tanpang,Padi
24.1,4,78,tanpang,Jagung
24.1,4,78,tanpang,Ketela Pohon
24.1,1,76,tanpang,Padi
24.1,1,76,tanpang,Jagung
24.1,1,76,tanpang,Ketela Pohon
25.4,4,75,tanpang,Padi
25.4,4,75,tanpang,Jagung
25.4,4,75,tanpang,Ketela Pohon
26.5,1,75,tanpang,Padi
26.5,1,75,tanpang,Jagung
26.5,1,75,tanpang,Ketela Pohon
26.4,262,82,tanpang,Padi
26.4,262,82,tanpang,Jagung
26.4,262,82,tanpang,Ketela Pohon
26,263,86,tanpang,Padi
26,263,86,tanpang,Jagung
26,263,86,tanpang,Ketela Pohon
25.9,426,86,tanpang,Padi
25.9,426,86,tanpang,Jagung
26,193,86,tanpang,Padi
26,193,86,tanpang,Jagung
25.6,443,87,tanpang,Padi
25.6,443,87,tanpang,Jagung
26.3,203,84,tanpang,Padi
26.3,203,84,tanpang,Jagung
26.1,2,79,tanpang,Padi
26.1,2,79,tanpang,Jagung
24.3,0,79,tanpang,Padi
24.3,0,79,tanpang,Jagung
23.8,0,78,tanpang,Padi
23.8,0,78,tanpang,Jagung
24.1,0,75,tanpang,Padi
24.1,0,75,tanpang,Jagung
25.3,0,73,tanpang,Padi
25.3,0,73,tanpang,Jagung
26.7,0,71,tanpang,Padi
26.7,0,71,tanpang,Jagung
27.3,51,75,tanpang,Padi
27.3,51,75,tanpang,Jagung
26.6,390,82,tanpang,Padi
26.6,390,82,tanpang,Jagung
26.6,250.5,82,tanpang,Padi
26.6,250.5,82,tanpang,Jagung
26.3,267.5,85,tanpang,Padi
26.3,267.5,85,tanpang,Jagung
26.1,350.6,86,tanpang,Padi
26.1,350.6,86,tanpang,Jagung
26.5,204.1,84,tanpang,Padi
26.5,204.1,84,tanpang,Jagung
26.2,742.6,84,tanpang,Padi
26.2,742.6,84,tanpang,Jagung
25,30,83,tanpang,Padi
25,30,83,tanpang,Jagung
24.2,8.1,82,tanpang,Padi
24.2,8.1,82,tanpang,Jagung
24.8,19.8,79,tanpang,Padi
24.8,19.8,79,tanpang,Jagung
24.8,19.8,80,tanpang,Padi
24.8,19.8,80,tanpang,Jagung
26,179.4,81,tanpang,Padi
26,179.4,81,tanpang,Jagung
26.3,247.7,84,tanpang,Padi
26.3,247.7,84,tanpang,Jagung
25.5,289.5,86,tanpang,Padi
25.5,289.5,86,tanpang,Jagung
25.3,373,88,tanpang,Padi
25.3,373,88,tanpang,Jagung
25.8,233,84,tanpang,Padi
25.8,233,84,tanpang,Jagung
25.7,348,85,tanpang,Padi
25.7,348,85,tanpang,Jagung
25.8,154,81,tanpang,Padi
25.8,154,81,tanpang,Jagung
26.1,54,81,tanpang,Padi
26.1,54,81,tanpang,Jagung
25.9,200,82,tanpang,Padi
25.9,200,82,tanpang,Jagung
24.5,38,80,tanpang,Padi
24.5,38,80,tanpang,Jagung
25,11,80,tanpang,Padi
25,11,80,tanpang,Jagung
25.5,134,80,tanpang,Padi
25.5,134,80,tanpang,Jagung
26.2,44,80,tanpang,Padi
26.2,44,80,tanpang,Jagung
25.5,562,79,tanpang,Padi
25.5,562,79,tanpang,Jagung
26.2,258,86,tanpang,Padi
26.2,258,86,tanpang,Jagung
25.8,183,84,tanpang,Padi
25.8,183,84,tanpang,Jagung
25.7,328,85,tanpang,Padi
25.7,328,85,tanpang,Jagung
26.1,242,85,tanpang,Padi
26.1,242,85,tanpang,Jagung
25.8,266,84,tanpang,Padi
25.8,266,84,tanpang,Jagung
26.5,253,82,tanpang,Padi
26.5,253,82,tanpang,Jagung
25.4,141,82,tanpang,Padi
25.4,141,82,tanpang,Jagung
24.9,11,79,tanpang,Padi
24.9,11,79,tanpang,Jagung
25,66,79,tanpang,Padi
25,66,79,tanpang,Jagung
25.5,165,80,tanpang,Padi
25.5,165,80,tanpang,Jagung
25.2,578,86,tanpang,Padi
25.2,578,86,tanpang,Jagung
25.5,429,87,tanpang,Padi
25.5,429,87,tanpang,Jagung
25.9,278,83,tanpang,Padi
25.9,278,83,tanpang,Jagung
26.1,179,82,tanpang,Padi
26.1,179,82,tanpang,Jagung
25.6,314,86,tanpang,Padi
25.6,314,86,tanpang,Jagung
25.8,212,82,tanpang,Padi
25.8,212,82,tanpang,Jagung
26.2,185,85,tanpang,Padi
26.2,185,85,tanpang,Jagung
25.6,103,80,tanpang,Padi
25.6,103,80,tanpang,Jagung
25.4,74,82,tanpang,Padi
25.4,74,82,tanpang,Jagung
24,107,80,tanpang,Padi
24,107,80,tanpang,Jagung
24.1,0,80,tanpang,Padi
24.1,0,80,tanpang,Jagung
25.1,0,73,tanpang,Padi
25.1,0,73,tanpang,Jagung
27.4,14,73,tanpang,Padi
27.4,14,73,tanpang,Jagung
27.5,81,77,tanpang,Padi
27.5,81,77,tanpang,Jagung
26.9,131,79,tanpang,Padi
26.9,131,79,tanpang,Jagung
26.05488188,145.6701709,82.30862473,5.150173625,Padi
24.65825066,158.0592822,84.58776554,5.046041628,Padi
24.7537112,155.8920932,82.00077284,5.126194685,Padi
24.07653742,152.8903884,84.83781908,5.044247499,Padi
25.36949885,129.9858213,80.75580706,5.172857238,Padi
23.16002323,149.7919761,83.39025581,5.339471556,Padi
24.8291228,137.0866133,80.483236,5.221040224,Padi
24.44183006,128.0955337,83.4473868,5.134062398,Padi
25.98423804,154.3192859,84.6255626,5.118251028,Padi
25.70129324,164.9639396,80.10230287,5.051968761,Padi
23.68890615,133.1992485,81.9423431,5.052699009,Padi
25.02577976,158.018846,82.61577127,5.020640561,Padi
26.13485599,159.9526678,80.75877455,5.485899666,Padi
25.75256994,155.7291698,82.62508386,5.375922659,Padi
25.01203154,154.9764337,83.37865866,5.116947695,Padi
23.05859985,144.2020987,83.43572955,5.466493085,Padi
24.45322348,149.4068312,83.65367963,5.129827473,Padi
23.67503243,135.7499442,80.61334143,5.356083035,Padi
24.25468982,163.4098335,80.57491434,5.390737864,Padi
23.84229092,151.0919923,81.89126555,5.21424312,Padi
26.22399232,150.5350523,81.98176365,5.403290624,Padi
25.18742191,162.2727031,81.846662,5.14729501,Padi
26.35378223,127.2761125,80.7676533,5.478622417,Padi
25.75416848,128.2296128,81.01602973,5.176082634,Padi
24.16852107,164.0351077,84.8498551,5.17351526,Padi
23.15941633,141.9019512,80.49758492,5.101208976,Padi
23.58124994,136.743915,82.97900681,5.275388826,Padi
24.28033218,165.6824119,83.63985088,5.058125759,Padi
23.97634887,150.4161752,84.01782098,5.229850812,Padi
23.70967837,144.7506438,82.76674609,5.099737743,Padi
26.3746767,129.634092,82.44424653,5.477512133,Padi
23.74942793,138.5142129,83.94603495,5.367112212,Padi
25.19992564,160.436407,81.42241832,5.038433649,Padi
24.47794061,151.8513309,82.17069749,5.251439848,Padi
24.28560142,159.1662032,82.68334706,5.161627285,Padi
24.09758164,143.2885721,83.12422633,5.246197963,Padi
23.02428998,127.3090178,80.1868339,5.409685532,Padi
24.43868114,139.9005327,80.87648733,5.198715717,Padi
25.68527024,129.3276963,81.92483476,5.236081147,Padi
25.8406595,157.1186322,81.22828716,5.291879624,Padi
23.96482154,152.3811642,81.04725277,5.338011141,Padi
25.33981779,127.4924088,80.58870958,5.260213982,Padi
25.912278,162.7260225,83.39761813,5.287106672,Padi
26.00914491,135.0703931,83.29259336,5.445303915,Padi
25.09265268,155.4516479,82.28063764,5.195101613,Padi
23.81950331,159.7358261,80.12571254,5.494382467,Padi
25.17147769,144.9317764,81.57661399,5.041093996,Padi
24.8949696,163.606325,83.76300113,5.285844354,Padi
25.67603891,143.3038886,84.65435308,5.479672381,Padi
25.57081589,148.3839961,80.87449043,5.23076912,Padi
24.40742575,155.3069424,83.51735835,5.365750519,Padi
24.49610173,155.8226155,84.44802902,5.415084352,Padi
24.84062964,151.6828888,84.99769481,5.41453161,Padi
24.35293204,157.4212523,80.40709269,5.427183672,Padi
24.48152194,164.6320507,84.9217711,5.379128411,Padi
23.69220591,132.9997788,84.49505504,5.29250551,Padi
25.32756236,142.1985703,83.24322039,5.244500482,Padi
24.83984312,156.496624,84.25639932,5.392752829,Padi
25.19265897,150.4593086,84.40895231,5.068093494,Padi
24.89728326,155.4409674,83.37680131,5.44323698,Padi
23.16740893,163.8426289,82.30266034,5.25262753,Padi
23.57477437,131.1153235,84.45273308,5.148727956,Padi
23.84435375,135.3553058,81.93750267,5.472930843,Padi
26.37181649,132.7639713,84.3658133,5.369391939,Padi
23.11625487,155.3108512,83.80322512,5.08126744,Padi
25.09539514,163.7678271,82.68948641,5.251922151,Padi
25.47441913,158.9593964,84.95864169,5.179697322,Padi
24.99938122,156.9683895,83.39872651,5.102711196,Padi
24.05684414,128.5173473,84.51507673,5.371967263,Padi
24.37961584,134.2456916,83.20292458,5.482861525,Padi
25.84225917,132.364445,84.24882479,5.327441747,Padi
23.09743749,155.1360443,83.77596272,5.347975206,Padi
23.51496717,164.0797338,81.51944428,5.156726077,Padi
26.10333891,151.9395649,82.71884977,5.346010782,Padi
23.16923296,160.1896385,83.79228568,5.466170592,Padi
23.29948582,130.3742053,84.04195426,5.292066288,Padi
25.92264991,163.4490812,80.65909275,5.184882858,Padi
23.61909951,125.3420615,82.32792086,5.071135453,Padi
26.22523262,127.7493914,81.71806256,5.471947348,Padi
26.22523478,126.5565339,83.59209094,5.376800133,Padi
23.3351133,126.629861,83.59513223,5.014140007,Padi
23.28905708,145.8570959,84.38391428,5.142414017,Padi
25.94343497,133.3954775,81.68455153,5.368580996,Padi
24.32608476,126.5883349,80.60683024,5.259111677,Padi
24.85359525,148.3501834,80.90626801,5.029855937,Padi
26.21187504,162.7333865,83.881356,5.278002624,Padi
24.21411041,148.6758579,83.35207995,5.199380583,Padi
23.90791647,136.970723,82.90887592,5.411470218,Padi
24.17590276,160.1879545,83.70591584,5.305840461,Padi
24.23366608,138.1916941,82.52775461,5.234055524,Padi
24.30791346,142.9368515,84.72893527,5.439871578,Padi
23.82612612,153.4598956,83.89376889,5.009140099,Padi
24.26421627,140.6170895,82.30031921,5.140885531,Padi
23.54012159,126.8212312,80.72560768,5.27144125,Padi
23.50641875,153.9871183,82.0264059,5.455119832,Padi
26.21362172,154.1360326,82.7046632,5.14113659,Padi
25.77687972,153.1687299,82.14805044,5.125795509,Padi
24.70677688,161.8884174,84.45624924,5.422127088,Padi
25.81093804,125.9069901,83.20789612,5.097676463,Padi
25.63112346,147.0231977,83.68384956,5.474368116,Padi
28.08357023,105.3284166,81.86283525,6.07692694,Jagung
29.02123567,137.2181165,85.60637411,5.851216891,Jagung
30.32586924,147.44153,86.0997386,7.032778792,Jagung
29.10119123,115.4202693,89.24681878,6.931385807,Jagung
28.73748879,100.1920032,86.84393925,6.026478802,Jagung
32.45007686,122.9470883,88.37064551,5.991367705,Jagung
28.15882029,131.5873838,81.5003175,5.863501166,Jagung
32.15186671,100.9872537,89.32801747,6.200938585,Jagung
32.77412875,123.9204761,83.39100479,5.68280621,Jagung
28.39625314,149.6474393,85.76487269,5.798646138,Jagung
29.54114108,115.7630009,83.97648789,6.746255845,Jagung
31.30062499,113.4084862,85.68648914,6.819746742,Jagung
29.85109926,149.8802321,81.19070799,5.632702518,Jagung
29.15195246,154.7579955,86.88486024,7.47149967,Jagung
29.62007816,149.17591,88.61970412,6.488877712,Jagung
32.97664444,142.3043266,89.51313473,6.91271898,Jagung
31.04646352,155.6010207,88.02273901,7.429950803,Jagung
28.82152434,120.669611,82.05529747,5.739749268,Jagung
30.92667215,127.1520843,89.96164792,7.27859596,Jagung
32.78089522,130.122517,82.16820322,7.319937171,Jagung
31.68248543,109.6995444,88.62638401,5.896358089,Jagung
30.43508866,104.8844125,80.27822053,6.020789823,Jagung
31.47918054,142.2413821,89.81823696,6.108783763,Jagung
32.24376462,112.8886782,84.54653048,6.724363501,Jagung
29.22100474,148.3414357,89.47445791,5.897376513,Jagung
30.18504751,103.5166295,85.37420731,6.009344409,Jagung
30.26198284,119.3353674,87.51081562,7.006623197,Jagung
31.06814037,124.641997,87.59206888,6.118594943,Jagung
30.37309124,119.6634116,80.81212215,7.290833932,Jagung
30.24753372,158.2428483,88.12773853,5.971871515,Jagung
31.60953276,133.1186649,89.18359828,7.478605793,Jagung
32.27840299,109.0607851,84.25528304,7.039234199,Jagung
31.26830547,151.8271308,85.39284975,6.959568273,Jagung
30.82175899,112.26891,85.45969134,6.099327613,Jagung
31.37998306,139.819522,83.29725096,7.391999064,Jagung
31.75495583,108.3881861,80.54732539,6.479140578,Jagung
32.70277905,142.0323067,80.69545382,7.437802564,Jagung
28.44646608,113.4398926,82.37173708,7.15549833,Jagung
29.92649709,115.0598462,84.16118575,6.343794385,Jagung
29.50223646,143.7527725,81.72487393,6.302076341,Jagung
30.5311576,113.5606982,86.09724498,6.631107751,Jagung
32.84307607,150.5719154,89.29918976,6.150039522,Jagung
31.34092009,154.9770531,86.24334196,6.99605172,Jagung
28.47805698,135.9212685,86.46397501,6.343684565,Jagung
32.03730316,147.6062043,80.26498909,6.513912377,Jagung
28.6204595,111.999865,88.91218584,5.653788322,Jagung
31.92790719,129.875119,89.08679406,6.050401254,Jagung
31.46423108,130.5336845,80.33701911,6.859425694,Jagung
31.98526901,109.5648887,80.24821465,7.288180483,Jagung
31.37754638,146.5717715,82.69380554,5.729742624,Jagung
32.9622957,112.1544886,89.39388685,6.674117649,Jagung
32.66608575,113.7613755,84.98824668,6.420238862,Jagung
28.6543743,146.5166939,86.88272284,6.806757984,Jagung
30.59933366,129.3334823,81.32561493,5.8020589,Jagung
30.62268784,104.4520182,81.42926325,6.069235841,Jagung
29.62886879,127.0716138,83.93452943,7.115256926,Jagung
29.08748593,154.7992092,84.36181532,7.003922429,Jagung
28.65179796,129.036098,85.18465258,6.534481099,Jagung
29.01367327,113.6924374,82.46882356,6.938778415,Jagung
30.48042006,129.3938162,89.50297877,7.080783398,Jagung
