temperature,rainfall,humidity,category,label
29.29216888,229.5988338,54.25039305,holti,Bawang Merah
29.4737914,213.7932015,52.57316331,holti,Bawang Merah
29.17280318,203.3748276,54.82971042,holti,Bawang Merah
28.12567136,210.2082283,54.1631625,holti,Bawang Merah
29.86681115,201.4712853,50.21734567,holti,Bawang Merah
28.7315415,213.6470749,54.03970637,holti,Bawang Merah
28.70221665,220.5785429,53.38575273,holti,Bawang Merah
28.33691018,201.6113339,51.35480783,holti,Bawang Merah
28.91764079,212.232048,50.98217264,holti,Bawang Merah
29.28899317,208.2132047,52.38536325,holti,Bawang Merah
29.29203741,206.3507251,52.73596863,holti,Bawang Merah
28.07647918,222.0480284,53.19699638,holti,Bawang Merah
29.42410844,223.2811277,51.33173741,holti,Bawang Merah
29.58255406,205.912536,53.81620163,holti,Bawang Merah
29.25975884,200.0475702,51.87381726,holti,Bawang Merah
28.79136143,216.1785256,51.84068976,holti,Bawang Merah
29.55562107,210.83318,54.14043839,holti,Bawang Merah
28.06710036,212.0103029,53.40743285,holti,Bawang Merah
28.52481054,210.7666159,54.66736866,holti,Bawang Merah
29.77182479,228.5516999,54.58947211,holti,Bawang Merah
28.24283657,219.8626449,52.78585265,holti,Bawang Merah
29.29601587,218.8635064,51.90087987,holti,Bawang Merah
28.06364442,231.5165547,54.24069207,holti,Bawang Merah
28.26117784,214.4724415,54.44460773,holti,Bawang Merah
29.09662427,228.012915,54.49749348,holti,Bawang Merah
28.0776883,231.116874,50.40199267,holti,Bawang Merah
29.37157831,232.9446351,52.93655731,holti,Bawang Merah
28.06064197,206.1089568,53.66637836,holti,Bawang Merah
28.50757839,228.6624299,53.19395777,holti,Bawang Merah
29.69261955,219.283794,54.46869628,holti,Bawang Merah
29.50283415,200.7966787,50.25919174,holti,Bawang Merah
28.18589118,203.4684862,53.93845522,holti,Bawang Merah
29.50228848,228.0333769,52.12851172,holti,Bawang Merah
28.8310562,222.5429583,51.40524343,holti,Bawang Merah
29.95945215,231.9383339,51.21860141,holti,Bawang Merah
27.17990219,196.324837,80.6726219,holti,Cabai Besar
27.38516184,183.0769861,83.75475992,holti,Cabai Besar
26.13334667,195.3003038,83.19112809,holti,Cabai Besar
26.40443284,185.1633892,80.31465702,holti,Cabai Besar
28.38621738,183.948352,83.04785483,holti,Cabai Besar
28.16784347,192.9581664,81.99227876,holti,Cabai Besar
26.89506899,181.0175172,84.42569927,holti,Cabai Besar
27.68855278,190.2912064,80.51243817,holti,Cabai Besar
26.09592298,191.7830871,82.90422143,holti,Cabai Besar
26.75869851,199.1115129,84.65314409,holti,Cabai Besar
26.54398887,183.0818347,83.40356041,holti,Cabai Besar
28.24844703,197.4088806,83.29124946,holti,Cabai Besar
28.0940992,183.7651824,80.01376826,holti,Cabai Besar
27.15271424,183.8047347,82.04872707,holti,Cabai Besar
27.99302892,194.1661105,84.67572941,holti,Cabai Besar
27.24081603,184.1508209,83.16722026,holti,Cabai Besar
27.35163785,185.5233671,84.15157128,holti,Cabai Besar
28.36740825,198.7295189,80.59212158,holti,Cabai Besar
28.04621382,183.5178781,81.7512774,holti,Cabai Besar
27.98255966,190.5782073,81.29162917,holti,Cabai Besar
27.3052471,188.040543,82.51709834,holti,Cabai Besar
28.57033612,197.3035765,82.60142443,holti,Cabai Besar
26.08995029,191.3885633,83.04365079,holti,Cabai Besar
26.52466472,180.1401284,83.57686424,holti,Cabai Besar
26.03548832,184.8758187,82.28142941,holti,Cabai Besar
28.53587479,198.1638779,83.04648397,holti,Cabai Besar
27.47307671,199.208709,83.84908024,holti,Cabai Besar
26.67973828,181.6249882,82.19362538,holti,Cabai Besar
27.83818436,194.8853418,84.02870217,holti,Cabai Besar
27.2897736,194.3837053,80.75791002,holti,Cabai Besar
27.0211048,194.6508593,82.05995277,holti,Cabai Besar
26.01446807,185.8521098,81.33527683,holti,Cabai Besar
28.46772936,193.1865887,81.46800732,holti,Cabai Besar
28.41136336,183.2441532,84.47607546,holti,Cabai Besar
26.98050274,183.2110489,81.33804404,holti,Cabai Besar
26.66287535,182.8845041,80.50031382,holti,Cabai Besar
26.36449889,195.8862819,83.52583275,holti,Cabai Besar
28.62076813,184.1796316,82.64829053,holti,Cabai Besar
27.07126166,182.3973284,81.64251032,holti,Cabai Besar
27.34151993,187.4554006,81.15633256,holti,Cabai Besar
27.98460256,193.103179,82.98217325,holti,Cabai Besar
27.65667664,199.0375294,80.98557032,holti,Cabai Besar
26.2401019,199.4055625,84.66683612,holti,Cabai Besar
28.67366155,197.5561239,81.64907723,holti,Cabai Besar
27.28653664,193.297035,82.80595879,holti,Cabai Besar
27.44749447,185.0676901,81.76980735,holti,Cabai Besar
28.68634788,189.1954366,81.92560173,holti,Cabai Besar
28.58823281,194.2159417,81.58810527,holti,Cabai Besar
27.19265537,183.2551944,82.04168416,holti,Cabai Besar
28.37357918,184.8804245,82.83803903,holti,Cabai Besar
27.50572293,191.9435663,81.33525777,holti,Cabai Besar
26.16889953,180.8761256,83.3785517,holti,Cabai Besar
28.20201711,180.3235461,81.31371179,holti,Cabai Besar
27.52442354,185.2008686,84.5800554,holti,Cabai Besar
27.44346005,196.7759126,81.28854334,holti,Cabai Besar
27.99865769,181.2644159,80.66964615,holti,Cabai Besar
28.4715487,186.3502339,84.07130397,holti,Cabai Besar
27.21386161,183.4171535,81.84776813,holti,Cabai Besar
28.72300203,188.3976009,83.63886383,holti,Cabai Besar
28.47107692,191.9448956,80.89595826,holti,Cabai Besar
27.41009715,180.0111518,80.3318542,holti,Cabai Besar
26.10765503,191.4311922,82.69480482,holti,Cabai Besar
26.26443208,196.7898514,83.42470983,holti,Cabai Besar
28.49556158,189.2534248,81.41223077,holti,Cabai Besar
27.32143584,192.495411,80.74154778,holti,Cabai Besar
28.4180608,185.5179228,83.54875975,holti,Cabai Besar
26.77653823,185.048112,84.06212289,holti,Cabai Besar
28.54029582,199.6225815,83.03617983,holti,Cabai Besar
28.6379694,183.9684036,83.64518412,holti,Cabai Besar
28.91466684,189.6246282,80.92849848,holti,Cabai Besar
28.85317554,187.4697535,80.96066695,holti,Cabai Besar
27.96874986,198.0431799,84.07818964,holti,Cabai Besar
27.20738864,187.9491596,83.18750399,holti,Cabai Besar
26.08322261,197.3426626,83.79473761,holti,Cabai Besar
28.67565712,193.8188934,82.80375816,holti,Cabai Besar
26.18621802,186.4105266,80.24873978,holti,Cabai Besar
28.91041431,198.3036096,81.77233611,holti,Cabai Besar
28.10520443,197.2966126,84.94671767,holti,Cabai Besar
27.61494058,192.8333255,80.93171518,holti,Cabai Besar
27.427223,184.5726757,82.17257626,holti,Cabai Besar
28.71016614,197.4412009,82.76381341,holti,Cabai Besar
26.81935704,187.619541,82.00301071,holti,Cabai Besar
27.00259703,181.5097256,84.88138708,holti,Cabai Besar
27.97583248,185.2601135,84.74971945,holti,Cabai Besar
26.32111102,188.1298989,83.81302468,holti,Cabai Besar
26.15032252,193.3334664,83.69701439,holti,Cabai Besar
27.01917886,186.5840644,84.95344554,holti,Cabai Besar
28.89115762,195.6884882,80.78723159,holti,Cabai Besar
26.84094254,196.1179428,80.62882611,holti,Cabai Besar
28.4456431,193.2697849,84.83316442,holti,Cabai Besar
28.27298896,184.5514401,83.13838129,holti,Cabai Besar
27.4769848,195.7695702,80.77539076,holti,Cabai Besar
26.76295783,196.6810039,83.55740103,holti,Cabai Besar
26.22595758,183.5220831,80.60066902,holti,Cabai Besar
26.99590982,197.4199315,83.65218505,holti,Cabai Besar
27.62249679,181.6694527,84.32207024,holti,Cabai Besar
28.82409618,183.685458,83.59745718,holti,Cabai Besar
26.28117225,181.3559143,80.68836292,holti,Cabai Besar
28.61478446,184.5761578,80.50858869,holti,Cabai Besar
28.87452996,197.0874568,81.11575936,holti,Cabai Besar
25.88331399,215.6634511,71.66196217,holti,Melon
26.92851469,218.9092043,72.55990879,holti,Melon
26.51509118,202.1338921,71.70747878,holti,Melon
25.49535974,215.6618528,72.92942001,holti,Melon
25.55331648,212.291218,73.65802187,holti,Melon
26.25578956,204.2261743,72.58511059,holti,Melon
25.48747921,214.4759172,73.4652938,holti,Melon
26.46786403,203.7004073,74.18199102,holti,Melon
26.68822388,210.4467383,74.93898563,holti,Melon
26.67422447,201.02901,71.32355761,holti,Melon
26.59404217,211.4495331,74.48888948,holti,Melon
26.54271953,213.169663,71.79526425,holti,Melon
26.89932716,204.9212519,74.50879933,holti,Melon
26.24877119,201.0567815,70.1974574,holti,Melon
26.23109359,204.0202835,71.63359785,holti,Melon
26.88584693,210.4262889,72.88019095,holti,Melon
25.84610305,204.5825759,71.19855759,holti,Melon
26.06825086,200.2680102,72.72970956,holti,Melon
26.80842595,215.7373384,70.4502143,holti,Melon
26.89481989,213.052467,70.79665933,holti,Melon
25.61000509,208.0218018,70.29323825,holti,Melon
25.89231986,213.3924006,72.52287251,holti,Melon
26.52200532,201.4551024,70.44545722,holti,Melon
25.51589347,217.4899011,71.89154973,holti,Melon
25.05492769,217.5946018,73.7993886,holti,Melon
26.86321901,200.8584041,70.79288595,holti,Melon
25.48183055,211.0800288,71.04831345,holti,Melon
26.68211673,203.5170896,73.90873125,holti,Melon
26.34349575,204.4680968,70.60837759,holti,Melon
25.86136187,205.9557329,70.66579523,holti,Melon
26.10213181,206.5421085,73.44953039,holti,Melon
25.90692029,206.2349966,73.4951484,holti,Melon
26.59641941,200.9864032,71.77196379,holti,Melon
26.71013851,203.9849484,72.65047483,holti,Melon
26.73279814,209.2380625,72.70288297,holti,Melon
25.08467922,217.9477036,70.29287526,holti,Melon
25.60956658,205.1349349,74.40418929,holti,Melon
25.62494479,200.5491509,71.26077118,holti,Melon
25.64761274,215.6072894,71.80843209,holti,Melon
25.79005969,203.5634869,72.27041508,holti,Melon
26.07853697,212.9081404,71.83215288,holti,Melon
25.31642386,206.6587072,73.589836,holti,Melon
25.40832902,215.4343267,72.75635656,holti,Melon
26.0968445,215.5336551,74.96778499,holti,Melon
26.7934216,209.7759272,71.65949845,holti,Melon
26.26163346,216.4755613,71.67234698,holti,Melon
26.2083979,204.7559776,74.77241238,holti,Melon
26.92667627,212.5837731,73.61091916,holti,Melon
25.39856665,212.7433596,70.40146847,holti,Melon
25.92163601,215.8353406,74.48505528,holti,Melon
25.82389211,212.3525143,70.20298492,holti,Melon
26.54983759,214.2388874,74.49036984,holti,Melon
25.56069094,216.8311191,71.64157026,holti,Melon
26.44951796,209.37574,73.38280679,holti,Melon
25.08438766,215.3096792,70.86071434,holti,Melon
26.33569035,212.0044267,73.22626311,holti,Melon
26.54443084,203.5775235,71.9757055,holti,Melon
25.95581386,206.8730035,74.86420668,holti,Melon
25.04113597,209.7180727,73.82308369,holti,Melon
26.81089574,215.7292998,70.23147287,holti,Melon
25.37510819,202.3301109,71.10851004,holti,Melon
25.40410389,207.9693729,70.69606868,holti,Melon
25.40334354,211.6032921,70.8699261,holti,Melon
25.04445242,214.9878973,74.60097701,holti,Melon
26.87691113,209.7977293,74.36354398,holti,Melon
26.0206586,214.8313727,74.99129813,holti,Melon
26.03147855,213.1017831,70.13201563,holti,Melon
26.11936889,219.2900221,73.79373476,holti,Melon
25.24883743,207.5343507,74.07139155,holti,Melon
25.38230152,219.5200517,72.82393644,holti,Melon
26.2899816,209.499194,71.91981391,holti,Melon
26.20777029,203.9576129,72.5723144,holti,Melon
26.50960707,216.0025808,71.58683299,holti,Melon
26.73124112,201.7836829,73.96491349,holti,Melon
26.95798888,205.224186,72.1578504,holti,Melon
25.91345153,212.3576699,72.41748604,holti,Melon
25.91816453,214.5304355,74.21449819,holti,Melon
25.45841672,218.5344187,70.56970312,holti,Melon
25.24481519,218.0654645,71.92093657,holti,Melon
25.65846472,218.1089175,73.70369116,holti,Melon
26.35997174,209.1892809,73.59738862,holti,Melon
26.8676816,211.2929863,72.19697941,holti,Melon
25.45399128,207.1570594,73.4759388,holti,Melon
26.39193797,213.6762464,74.71505681,holti,Melon
26.72918625,216.1565699,70.62974943,holti,Melon
26.20191237,208.3215109,71.57742045,holti,Melon
25.53411143,202.5664264,72.7330728,holti,Melon
25.50789274,205.8008733,72.34599901,holti,Melon
26.11433009,200.5325255,72.35531647,holti,Melon
25.38344081,201.6241131,72.18795113,holti,Melon
25.96849564,202.8469956,73.25951437,holti,Melon
25.54221346,209.6944272,71.73034452,holti,Melon
26.32375629,209.3830366,74.78296583,holti,Melon
25.08825987,207.3656306,71.24583712,holti,Melon
25.20943475,203.2658996,71.47899234,holti,Melon
25.74528221,217.4920261,74.90864042,holti,Melon
26.27900034,205.2380757,70.80000207,holti,Melon
26.66269839,214.4975263,73.14591686,holti,Melon
25.31677489,203.9239235,71.30692693,holti,Melon
25.40838905,216.9004646,70.08751711,holti,Melon
25.56840416,190.4130484,69.82884955,holti,Cabai Rawit
25.9941033,190.1607493,66.4418355,holti,Cabai Rawit
26.26266502,194.7981604,69.9097388,holti,Cabai Rawit
26.27639727,189.3904276,68.73996151,holti,Cabai Rawit
25.21289534,192.189084,67.83383354,holti,Cabai Rawit
26.27159707,181.6071355,69.69974378,holti,Cabai Rawit
25.85123191,180.5330425,67.32902472,holti,Cabai Rawit
25.06191737,184.7906449,67.35398038,holti,Cabai Rawit
26.4389041,187.5294108,69.17062055,holti,Cabai Rawit
25.35211075,185.5262483,66.32615514,holti,Cabai Rawit
26.63964775,187.7267464,65.46907242,holti,Cabai Rawit
26.24232979,190.1556793,68.36630077,holti,Cabai Rawit
26.3207761,184.1463954,65.02885443,holti,Cabai Rawit
26.31105771,192.2645627,68.63113862,holti,Cabai Rawit
26.86584323,199.4493168,67.5661885,holti,Cabai Rawit
26.7240872,192.7569335,66.62815182,holti,Cabai Rawit
25.9412221,185.6271675,69.79524032,holti,Cabai Rawit
26.7785764,189.3071524,68.2206819,holti,Cabai Rawit
26.471436,190.5467134,69.5740046,holti,Cabai Rawit
26.43689986,180.219952,65.40980421,holti,Cabai Rawit
25.96523323,193.3216586,67.04305342,holti,Cabai Rawit
26.90215487,186.625453,65.80033711,holti,Cabai Rawit
26.99358153,181.4983489,69.63742999,holti,Cabai Rawit
25.51757181,182.9712278,65.32137573,holti,Cabai Rawit
25.05061076,185.9124386,67.8250964,holti,Cabai Rawit
25.82746536,195.5610307,69.39208047,holti,Cabai Rawit
25.74790318,186.9404108,65.09938455,holti,Cabai Rawit
25.46521588,194.6709404,69.34690861,holti,Cabai Rawit
26.93291338,189.2007886,68.57139481,holti,Cabai Rawit
26.0846227,196.0538647,66.69383641,holti,Cabai Rawit
26.23515095,191.6561538,66.95846478,holti,Cabai Rawit
25.27599593,190.975248,65.84989538,holti,Cabai Rawit
25.06306557,186.4929122,69.49779135,holti,Cabai Rawit
26.36649795,181.9642639,68.63658441,holti,Cabai Rawit
25.31183446,194.9482849,68.48602493,holti,Cabai Rawit
25.14679128,191.0975359,69.78908404,holti,Cabai Rawit
26.30854437,186.5708122,67.29957041,holti,Cabai Rawit
25.91637213,191.361532,66.70847751,holti,Cabai Rawit
25.19380904,198.45912,69.497175,holti,Cabai Rawit
25.03137943,190.1424553,66.98867192,holti,Cabai Rawit
25.44477421,191.6264207,68.61553705,holti,Cabai Rawit
25.20280107,182.3269114,68.41506581,holti,Cabai Rawit
26.18880868,180.6269063,69.18891412,holti,Cabai Rawit
26.51901139,181.6792342,68.80375171,holti,Cabai Rawit
26.90315182,185.2557734,66.37101363,holti,Cabai Rawit
25.16429652,187.1227226,68.64590297,holti,Cabai Rawit
25.09292995,188.1449561,69.2114013,holti,Cabai Rawit
26.75058881,195.9904816,67.10827702,holti,Cabai Rawit
25.11039661,186.5181369,69.01035159,holti,Cabai Rawit
25.14441823,188.4351582,68.51125646,holti,Cabai Rawit
26.76814576,194.5622642,68.34378345,holti,Cabai Rawit
26.90891314,191.2087533,69.53893992,holti,Cabai Rawit
26.85364949,183.9705319,68.22928227,holti,Cabai Rawit
25.8312354,183.7396433,66.65740189,holti,Cabai Rawit
25.97132668,183.2781322,68.56309137,holti,Cabai Rawit
25.0344232,189.4326666,68.75287331,holti,Cabai Rawit
25.92876929,185.7269018,69.71045247,holti,Cabai Rawit
26.77130306,186.0448131,68.50649313,holti,Cabai Rawit
26.11724676,193.5206263,67.15795755,holti,Cabai Rawit
26.60428986,181.8868582,68.66155595,holti,Cabai Rawit
26.1898275,192.9492627,67.84914122,holti,Cabai Rawit
25.66449245,198.0439096,69.46503514,holti,Cabai Rawit
25.9625089,193.5292486,68.71652121,holti,Cabai Rawit
25.11302512,180.6653717,66.04175299,holti,Cabai Rawit
26.78113635,190.3879201,69.93959922,holti,Cabai Rawit
26.69963676,199.3436893,68.52102768,holti,Cabai Rawit
25.13683305,199.7239028,67.05615782,holti,Cabai Rawit
25.0190363,199.5510408,66.70047894,holti,Cabai Rawit
26.98062046,196.9773587,68.39352462,holti,Cabai Rawit
26.66295381,195.1031625,67.67134655,holti,Cabai Rawit
25.60121221,190.0500488,68.66830895,holti,Cabai Rawit
26.0747745,196.7217329,65.6415016,holti,Cabai Rawit
25.90836965,191.1251027,66.55542232,holti,Cabai Rawit
25.43302574,189.6311183,67.15109181,holti,Cabai Rawit
26.5317777,182.906901,69.47901886,holti,Cabai Rawit
26.15135224,186.2155014,67.88782515,holti,Cabai Rawit
25.10505626,195.9075641,67.87287184,holti,Cabai Rawit
26.71195709,183.727501,66.6789879,holti,Cabai Rawit
25.59100704,198.1519646,66.69214898,holti,Cabai Rawit
26.44122541,188.78175,67.10861677,holti,Cabai Rawit
26.93203089,190.5813948,68.29273807,holti,Cabai Rawit
26.41129839,199.8732771,69.09142686,holti,Cabai Rawit
25.35089585,182.339845,69.23473494,holti,Cabai Rawit
26.63515874,198.7308227,67.93516156,holti,Cabai Rawit
25.03571052,194.7184742,68.39550472,holti,Cabai Rawit
25.71334222,193.7068189,65.2645105,holti,Cabai Rawit
26.36269311,186.5249124,65.29503948,holti,Cabai Rawit
26.92467305,193.503277,67.52847853,holti,Cabai Rawit
26.31700738,190.1439221,68.01489859,holti,Cabai Rawit
26.40754727,191.7028008,65.24955641,holti,Cabai Rawit
26.90922031,181.5318036,65.7484375,holti,Cabai Rawit
26.28025755,196.1207559,69.40813382,holti,Cabai Rawit
26.41882208,196.2135726,67.42774948,holti,Cabai Rawit
25.90112572,192.3402732,68.7631427,holti,Cabai Rawit
25.82099142,192.569001,66.57175902,holti,Cabai Rawit
26.07519955,183.7169703,67.75255297,holti,Cabai Rawit
26.20101889,189.8678386,66.23151797,holti,Cabai Rawit
25.66992983,192.054568,66.92063503,holti,Cabai Rawit
26.99146599,181.501553,67.49355443,holti,Cabai Rawit
25.2427656,191.8085693,66.22917263,holti,Cabai Rawit
23.60136489,150.8861914,25.15298837,holti,Tomat
20.97132655,174.4836276,28.36400941,holti,Tomat
23.60080363,150.4939709,27.21689311,holti,Tomat
21.31036235,141.118383,25.94883568,holti,Tomat
21.42406099,151.6360296,26.95405927,holti,Tomat
23.12770354,171.8105558,27.36944162,holti,Tomat
23.97092584,168.7795924,27.51236222,holti,Tomat
22.45951168,155.5766959,27.74957415,holti,Tomat
21.26706455,172.7954682,25.23778592,holti,Tomat
22.48489361,151.5860874,27.2631944,holti,Tomat
21.0814871,179.6861831,27.68776817,holti,Tomat
23.50334017,148.5762416,28.93614851,holti,Tomat
23.61084156,143.4657713,29.44708167,holti,Tomat
22.67845632,145.7174783,27.9406929,holti,Tomat
23.76629418,153.2929236,27.13674247,holti,Tomat
22.56812504,177.6449563,29.47685217,holti,Tomat
21.07739917,170.486747,25.08114126,holti,Tomat
21.4626638,169.1715078,28.27176628,holti,Tomat
20.74107841,168.0628037,27.36291934,holti,Tomat
22.7910591,156.8036099,27.32166321,holti,Tomat
20.28086066,153.8761199,25.71800505,holti,Tomat
22.0099065,169.1238488,27.34968792,holti,Tomat
23.14849658,150.83228,25.66369146,holti,Tomat
23.42319737,175.9367201,25.97241554,holti,Tomat
20.09817752,162.2805809,27.32875082,holti,Tomat
23.111457,168.471899,26.50379869,holti,Tomat
23.66148192,160.9774062,29.00597551,holti,Tomat
20.14012287,164.7011903,25.51718335,holti,Tomat
21.58959204,167.6648029,27.93616128,holti,Tomat
22.48886481,155.1557775,26.86738535,holti,Tomat
21.61900267,163.3084469,29.71476053,holti,Tomat
23.10703711,176.423994,27.65661931,holti,Tomat
20.25422003,167.7567814,27.43654604,holti,Tomat
20.8881142,150.4758078,26.40991461,holti,Tomat
20.40684686,153.5012584,25.44658332,holti,Tomat
20.11776852,166.5410598,29.12545315,holti,Tomat
22.17686037,148.8865504,29.46344977,holti,Tomat
21.22345009,164.491246,26.46837193,holti,Tomat
23.04698531,177.1757545,25.9058398,holti,Tomat
22.74807758,168.0741684,25.36646341,holti,Tomat
23.54621181,155.5427982,29.87175271,holti,Tomat
20.27569382,144.7881605,25.43479083,holti,Tomat
20.28282615,177.8235265,26.68035049,holti,Tomat
22.75431211,157.6420487,27.91596298,holti,Tomat
22.71849863,174.8544206,29.17145402,holti,Tomat
22.89938095,178.7985372,28.62155329,holti,Tomat
22.96912812,146.9664487,26.18575904,holti,Tomat
23.40886688,164.8674832,29.14318164,holti,Tomat
23.38705367,140.7995148,27.32626018,holti,Tomat
21.1747615,159.2132843,27.07639617,holti,Tomat
23.39327972,143.4762716,27.37192859,holti,Tomat
20.82374833,179.5501852,27.35761025,holti,Tomat
22.81680062,142.2270344,25.65787771,holti,Tomat
21.87163248,157.3142647,29.49564135,holti,Tomat
21.24669523,142.665315,28.72670541,holti,Tomat
20.58786375,171.6581048,26.82510366,holti,Tomat
21.00152434,171.0220229,27.23381051,holti,Tomat
23.26284165,151.2613054,29.22289979,holti,Tomat
21.0277488,141.4862027,29.65092553,holti,Tomat
21.33526114,152.5678052,28.38745277,holti,Tomat
23.24779993,166.3032189,28.26158117,holti,Tomat
21.80360592,141.0306142,29.90532042,holti,Tomat
21.24677206,141.5838861,26.31588154,holti,Tomat
22.80825993,152.1781144,25.15785092,holti,Tomat
22.37149821,143.9247589,29.41512978,holti,Tomat
21.71469683,164.6293404,26.20347301,holti,Tomat
20.85458032,158.3692978,25.46395545,holti,Tomat
20.85579985,160.2667802,26.87953781,holti,Tomat
20.66885806,162.2819986,27.46925321,holti,Tomat
22.89464525,150.8960735,28.2590503,holti,Tomat
22.12384565,150.7978319,29.02617116,holti,Tomat
22.09629094,175.0644526,28.90549143,holti,Tomat
21.26067986,160.4174387,29.25983135,holti,Tomat
23.52784958,164.8774403,26.88979903,holti,Tomat
23.79835773,169.6784367,25.37392684,holti,Tomat
22.28054849,148.6476303,27.11571841,holti,Tomat
20.04050892,160.0744097,29.97594267,holti,Tomat
20.92456111,179.4632171,28.9564384,holti,Tomat
22.08071345,175.0283531,25.87588982,holti,Tomat
22.95338545,141.9716397,27.41015548,holti,Tomat
22.33445309,178.9728345,28.66738786,holti,Tomat
22.72463609,179.3018294,26.24228678,holti,Tomat
22.24870307,160.6770773,28.75016231,holti,Tomat
20.20959606,161.8080152,27.07241354,holti,Tomat
22.90790402,154.7654753,25.7325081,holti,Tomat
21.10765022,146.5830269,28.25520599,holti,Tomat
21.67554412,177.2139953,27.72329946,holti,Tomat
23.71733546,160.2894499,25.24676188,holti,Tomat
21.39376848,161.8857985,26.81345872,holti,Tomat
20.92208461,160.5244299,29.54674423,holti,Tomat
22.7073509,179.5584856,25.93117474,holti,Tomat
22.87217799,162.8900715,28.64272189,holti,Tomat
21.56727945,154.9754816,26.40148758,holti,Tomat
23.78599665,158.7931137,27.10984135,holti,Tomat
22.53522911,170.5959612,27.37803718,holti,Tomat
20.78671621,156.4499033,29.0257408,holti,Tomat
22.34262136,175.2739601,29.19000086,holti,Tomat
23.1998397,155.1955679,25.53264698,holti,Tomat
22.62492437,158.6923098,29.17032526,holti,Tomat
23.25385163,142.5981991,26.8234808,holti,Tomat
21.07451568,256.5640055,71.95753052,holti,Kentang
23.01997431,239.3625831,73.87003328,holti,Kentang
24.63241799,230.7497909,74.75061115,holti,Kentang
23.96535728,252.5700498,72.29715332,holti,Kentang
